Display Order Code,Item SKU Code,Sale Order Status,Sale Order Item Status,Shipping Package Creation Date,Shipping Package Status Code,Created,Channel Shipping,Item Details
91013131227,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:54,FALSE,
91013131227,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:54,FALSE,
91013131227,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:54,FALSE,
91013131237,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:54,FALSE,
91013131237,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:54,FALSE,
91013131237,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:54,FALSE,
91013131237,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:54,FALSE,
91013131237,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:54,FALSE,
91013131237,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:54,FALSE,
91013131237,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:54,FALSE,
91013131237,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:54,FALSE,
91013131237,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:54,FALSE,
91013131237,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:54,FALSE,
91013131271,8.90442E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 20:54,FALSE,
91013131271,8.90442E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 20:54,FALSE,
91013131271,8.90442E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 20:54,FALSE,
91013131271,8.90442E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 20:54,FALSE,
91013131274,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 20:54,FALSE,
91013131274,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 20:54,FALSE,
91013131298,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:54,FALSE,
91013131298,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:54,FALSE,
91013131298,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:54,FALSE,
91013131298,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:54,FALSE,
91013131311,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:54,FALSE,
91013131311,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:54,FALSE,
91013131311,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:54,FALSE,
91013131311,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:54,FALSE,
91013131346,8.90442E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131346,8.90442E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131346,8.90442E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131346,8.90442E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131346,8.90442E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131346,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131346,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131346,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131346,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131346,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131356,8.90442E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131356,8.90442E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131356,8.90442E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131356,8.90442E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131356,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131356,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131356,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131356,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131356,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131356,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131356,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131356,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131356,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131356,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131356,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131356,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131356,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131356,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131356,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131356,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131356,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131356,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131356,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131356,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131399,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131399,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131399,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131399,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:35,CREATED,12-02-2023 20:55,FALSE,
91013131433,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 20:55,FALSE,
91013131433,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 20:55,FALSE,
91013131433,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 20:55,FALSE,
91013131433,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 20:55,FALSE,
91013131585,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 20:55,FALSE,
91013131585,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 20:55,FALSE,
91013131585,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 20:55,FALSE,
91013131585,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 20:55,FALSE,
91013131585,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 20:55,FALSE,
91013131585,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 20:55,FALSE,
91013131585,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 20:55,FALSE,
91013131585,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 20:55,FALSE,
91013131585,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 20:55,FALSE,
91013131585,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 20:55,FALSE,
91013131585,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 20:55,FALSE,
91013131585,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 20:55,FALSE,
91013131602,8.90442E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 20:55,FALSE,
91013131602,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 20:55,FALSE,
91013131602,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 20:55,FALSE,
91013131602,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 20:55,FALSE,
91013131602,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 20:55,FALSE,
91013131602,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 20:55,FALSE,
91013131654,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 20:55,FALSE,
91013131654,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 20:55,FALSE,
91013131654,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 20:55,FALSE,
91013131654,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 20:55,FALSE,
91013131654,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 20:55,FALSE,
91013131654,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 20:55,FALSE,
91013131654,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 20:55,FALSE,
91013131654,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 20:55,FALSE,
91013131735,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131735,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131735,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131735,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131735,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131735,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131917,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:05,CREATED,12-02-2023 21:05,FALSE,
91013131917,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:05,CREATED,12-02-2023 21:05,FALSE,
91013131917,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:05,CREATED,12-02-2023 21:05,FALSE,
91013131917,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 18:05,CREATED,12-02-2023 21:05,FALSE,
91013131941,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131941,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131941,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131941,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131941,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131941,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131941,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131941,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131941,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131941,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131941,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131941,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131943,8.90442E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131943,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131943,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131943,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131965,8.90442E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131965,8.90442E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131965,8.90442E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131965,8.90442E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131965,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131965,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131968,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 21:05,FALSE,
91013131968,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 21:05,FALSE,
91013131968,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 21:05,FALSE,
91013131968,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 21:05,FALSE,
91013131968,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 21:05,FALSE,
91013131968,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 21:05,FALSE,
91013131972,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131972,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131972,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131972,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131972,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131972,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013131997,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 21:05,FALSE,
91013131997,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 21:05,FALSE,
91013131997,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 21:05,FALSE,
91013131997,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 21:05,FALSE,
91013131997,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 21:05,FALSE,
91013132128,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013132128,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013132128,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013132128,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013132128,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013132191,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013132191,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013132191,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013132191,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013132191,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013132191,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013132191,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013132191,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013132205,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013132205,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013132205,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013132205,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013132222,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013132222,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013132222,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013132222,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013132222,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013132222,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:05,FALSE,
91013132312,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132312,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132352,8.90442E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132352,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132352,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132352,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132352,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132352,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132352,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132352,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132390,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132390,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132390,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132390,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132420,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132420,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132420,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132420,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132465,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132465,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132465,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132465,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132556,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132556,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132580,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132580,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132580,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132580,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132632,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 21:15,FALSE,
91013132632,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:05,CREATED,12-02-2023 21:15,FALSE,
91013132686,8.90442E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132686,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
91013132686,8.90609E+12,PROCESSING,FULFILLABLE,13-02-2023 19:35,CREATED,12-02-2023 21:15,FALSE,
