Display Order Code,Item SKU Code,Channel Name,Sale Order Status,Sale Order Item Status,Shipping Package Creation Date,Shipping Package Status Code,Created,Channel Shipping
91012657918,15,MamaEarth-Production,PROCESSING,FULFILLABLE,12-01-2023 10:33,CREATED,12-01-2023 00:26,FALSE
91012657914,289,MamaEarth-Production,PROCESSING,FULFILLABLE,12-01-2023 10:33,CREATED,12-01-2023 00:26,FALSE
91012657914,141,MamaEarth-Production,PROCESSING,FULFILLABLE,12-01-2023 10:33,CREATED,12-01-2023 00:26,FALSE
91012657921,82,MamaEarth-Production,PROCESSING,FULFILLABLE,12-01-2023 10:33,CREATED,12-01-2023 00:26,FALSE
91012657921,82,MamaEarth-Production,PROCESSING,FULFILLABLE,12-01-2023 10:33,CREATED,12-01-2023 00:26,FALSE
91012657922,8,MamaEarth-Production,PROCESSING,FULFILLABLE,12-01-2023 10:33,CREATED,12-01-2023 00:26,FALSE
91012657922,8,MamaEarth-Production,PROCESSING,FULFILLABLE,12-01-2023 10:33,CREATED,12-01-2023 00:26,FALSE
91012657922,101,MamaEarth-Production,PROCESSING,FULFILLABLE,12-01-2023 10:33,CREATED,12-01-2023 00:26,FALSE
91012657922,366,MamaEarth-Production,PROCESSING,FULFILLABLE,12-01-2023 10:33,CREATED,12-01-2023 00:26,FALSE
91012657923,193,MamaEarth-Production,PROCESSING,FULFILLABLE,12-01-2023 10:33,CREATED,12-01-2023 00:26,FALSE
91012657923,289,MamaEarth-Production,PROCESSING,FULFILLABLE,12-01-2023 10:33,CREATED,12-01-2023 00:26,FALSE
91012657923,77,MamaEarth-Production,PROCESSING,FULFILLABLE,12-01-2023 10:33,CREATED,12-01-2023 00:26,FALSE
91012657923,123,MamaEarth-Production,PROCESSING,FULFILLABLE,12-01-2023 10:33,CREATED,12-01-2023 00:26,FALSE
91012657926,39,MamaEarth-Production,PROCESSING,FULFILLABLE,12-01-2023 10:33,CREATED,12-01-2023 00:26,FALSE
91012657926,39,MamaEarth-Production,PROCESSING,FULFILLABLE,12-01-2023 10:33,CREATED,12-01-2023 00:26,FALSE
91012657926,39,MamaEarth-Production,PROCESSING,FULFILLABLE,12-01-2023 10:33,CREATED,12-01-2023 00:26,FALSE
91012657926,39,MamaEarth-Production,PROCESSING,FULFILLABLE,12-01-2023 10:33,CREATED,12-01-2023 00:26,FALSE
91012657926,39,MamaEarth-Production,PROCESSING,FULFILLABLE,12-01-2023 10:33,CREATED,12-01-2023 00:26,FALSE
91012657926,39,MamaEarth-Production,PROCESSING,FULFILLABLE,12-01-2023 10:33,CREATED,12-01-2023 00:26,FALSE
91012657927,193,MamaEarth-Production,PROCESSING,FULFILLABLE,12-01-2023 10:33,CREATED,12-01-2023 00:26,FALSE
91012657927,117,MamaEarth-Production,PROCESSING,FULFILLABLE,12-01-2023 10:33,CREATED,12-01-2023 00:26,FALSE
91012657927,39,MamaEarth-Production,PROCESSING,FULFILLABLE,12-01-2023 10:33,CREATED,12-01-2023 00:26,FALSE
