Display Order Code,Item SKU Code,Shipping Package Status Code,Created,Channel Shipping,Item Details
91013223540,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223540,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223540,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223540,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223540,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223540,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223540,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223540,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223540,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223540,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223540,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223545,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223545,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223545,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223545,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223545,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223545,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223607,8.90442E+12,CREATED,14-02-2023 00:17,FALSE,
91013223607,8.90442E+12,CREATED,14-02-2023 00:17,FALSE,
91013223607,8.90442E+12,CREATED,14-02-2023 00:17,FALSE,
91013223607,8.90442E+12,CREATED,14-02-2023 00:17,FALSE,
91013223607,8.90442E+12,CREATED,14-02-2023 00:17,FALSE,
91013223607,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223607,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223607,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223607,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223607,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223618,8.90442E+12,CREATED,14-02-2023 00:17,FALSE,
91013223618,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223618,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223618,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223618,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223618,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223654,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223654,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223654,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223654,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223654,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223654,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223654,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223654,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223654,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223654,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223654,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223654,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223678,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223678,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223678,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223678,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223678,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223678,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223678,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223678,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223678,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223678,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223685,8.90442E+12,CREATED,14-02-2023 00:17,FALSE,
91013223685,8.90442E+12,CREATED,14-02-2023 00:17,FALSE,
91013223685,8.90442E+12,CREATED,14-02-2023 00:17,FALSE,
91013223685,8.90442E+12,CREATED,14-02-2023 00:17,FALSE,
91013223685,8.90442E+12,CREATED,14-02-2023 00:17,FALSE,
91013223685,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223685,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223685,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223685,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223685,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223685,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223685,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223685,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223685,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223685,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223685,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223718,8.90442E+12,CREATED,14-02-2023 00:17,FALSE,
91013223718,8.90442E+12,CREATED,14-02-2023 00:17,FALSE,
91013223718,8.90442E+12,CREATED,14-02-2023 00:17,FALSE,
91013223718,8.90442E+12,CREATED,14-02-2023 00:17,FALSE,
91013223718,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223718,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223718,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223718,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
91013223769,8.90442E+12,CREATED,14-02-2023 00:17,FALSE,
91013223769,8.90442E+12,CREATED,14-02-2023 00:17,FALSE,
91013223769,8.90609E+12,CREATED,14-02-2023 00:17,FALSE,
